text,label
This is a harsh take. His 5 year peak he averaged 22 and 8. With assist/to ration of almost 3. He was pretty damn good. You can penalize him for forcing his way out of Minnesota.,analysis
"I'm not that surprised, they had him in Denver as the backup because with his skill they could run some Jokic sets with him and feature him when Jokic was out or on the bench. Kelly's passing was used pretty well but I don't think he was featured in that same way and his skill was used more in a complimentary way",analysis
"I agree with what you’re saying, it’s like people think he’s a CP3/Mike Conley type of savvy, pass first point guard but that’s just not his game. Definitely more score first and ball dominant. I’m wondering if he has some lingering injuries and hoping he can get a bit of burst back, because he relies so much on using that athleticism to create separation for drives and midrange.",analysis
"The Lakers won 53 games and the Celtics won 56 games, so I don't see too much of a difference in the team success. Win context aside the Lakers even had a better record with Luka this year (43-21) than the Celtics had with Brown (47/24).",analysis
Get ready to learn Chinese buddy.,reaction
Brunson's footwork in the paint is the only reason the Knicks offense functions. He uses up-and-unders to create leverage against taller defenders since he lacks elite vertical athleticism.,analysis
"Because I think that the top 11 are pretty unimpeachable. (In no particular order) Kobe, Curry, Jordan, LeBron, Magic, Bird, Wilt, Hakeem, KAJ, Duncan, and Shaq. West, Jokic, Durant, and Oscar are all incredible, but I just can’t find an argument to putting any of em over someone on th other list.",hot_take
It's so over.,reaction
"I'd also add that while KAT playing much better defense has absolutely been KEY, Brunson also isn't one of those 'I'm just going to let my man go right by me' defensive liabilities like some other stars I won't mention. He's just short. He will try to get in front of his guy and use his body/ pick your pocket/ is one of the best in the league at drawing a charge",analysis
"He is good. He has a WIDE skillset. You know those radar chart showing a character's skill diagram? It's like a circle, just that no area is at the top. Even his defense (as skill) isnt at the top yet despite being the DPOY, his overall defense is good because of skill + his unique freakish length.",analysis
"The fox dialogue has been a massive overreaction. Even if you think Harper will be better next year, they have no backcourt depth. The Spurs wouldn’t be here without fox. Yeah, he’s not a cerebral mastermind, and I doubt he ever will be quite on that level, but his presence and composure brought stability in the middle of that thunder series.",analysis
Frauds. Absolute frauds.,reaction
Put him in the torture chamber!,reaction
"The problem is not Fox, but Fox and his contract. The spurs have 3 very good guards to share the 2 spots and can all play 30 minutes per night. To move on from fox would cost them a bunch of picks for a MPJ, or decent 2 way power forward to give them some more toughness. Not getting a top tier player - no chance.",analysis
The Timberwolves' defensive rating drops by 12 points when Gobert sits. It’s not just rim protection; it’s his ability to orchestrate rotations from the backline.,analysis
"The Bucks 2021 championship was a complete fluke. If KD's shoe is a half size smaller, they get bounced in the second round and Giannis demands a trade.",hot_take
With Dybantsa you’re also taking a guy who really only plays as a number one option - sure he has the tools to be an elite role player a la Wiggins on GSW but there’s the risk that he will struggle as a first option just like Wiggs did when in Minnesota,analysis
I can't do this anymore man.,reaction
Lemmings produced at a higher level than Brown and has size and versatility over Acuff.,hot_take
Joel Embiid will never win a championship because he doesn't have the clutch gene. He shrinks every single time the lights get bright in the second round.,hot_take
Super smart and not surprising its the Spurs who would do this for their star and future.,hot_take
"I just don't see the point of having Fox, Castle and Harper on the same team if Fox is on a max. Castle/Harper seems like the nobrainer backcourt duo for San Antonio next to Wemby. I think these finals have dropped his value by a lot especially with that behemoth contract",analysis
Absolute cinema.,reaction
SGA taking double and triple teams with his second option out and putting up 9 assists per game is driving the offense and creating open looks.,analysis
"Herb Jones is the only guy on that list that is great defensively, and most of the rest aren’t even average. That plus tons of injuries. Also Poole(and to a lesser extent Fears and Queen) were outright negatives on the court this season. The rookies can probably get better with time though.",analysis
Cancel the season.,reaction
This reminds me of pre draft Anthony Bennett being a safe 20-10 type of guy,hot_take
"I feel like with NBA Hall of Fame questions a lot of people reflexively say they are in because the of the low bar, and while I don’t think that’s necessarily a wrong sentiment (unfortunately) I think it’s more interesting to discuss whether a player should be in the Hall of Fame.",hot_take
It’s the same with tennis. You get used to seeing things from a certain angle and with certain spins and then you lay a lefty and it’s opposite. You take ever so slightly longer to react. I see how it happens defending a lefty who is very good at scoring multiple ways on basketball too.,analysis
"Out, his NBA career is not close as a Morant type enigma figure for a limited time, whether you put him in based on China depends on your philosophy but I'm not sure I value CBA high enough for that",hot_take
Is he stupid?,reaction
"7.JERRY WEST IS THE LOGO. Many people don't know this, he silhouette is what the NBA uses for the logo of the NBA.",hot_take
Adam Silver is furious right now.,reaction
"Scalability would be like saying, “Jared McCain is so efficient in his role off the bench, he could score so much more with more volume and opportunities!”",analysis
"Anthony Edwards is already better than Dwyane Wade ever was. Wade played with Shaq and LeBron, Ant is carrying a poverty franchise by himself.",hot_take
I’m a big fan of Herb but he’s just not a shooter. During 2024 season his shot was really falling which had me hyped hoping it was something he could permanently add. This past season especially has been rough though. He’s still a great defender but he really doesn’t add anything offensively which limits the way he can be deployed by contending teams.,analysis
My goat would never.,reaction
WE ARE SO BACK.,reaction
Curry is arguably the best offensive weapon ever. The way that he warped the game with his gravity and led historic offenses can’t be replicated.,analysis
Boozer is just a straight up better prospect than Dybantsa. Really dislike shot creators that don't play defense and can't hit 3s. Demar Derozan and Melo are like the ceiling of that archetype.,analysis
This is basketball heritage.,reaction
"Absolutely not. He doesn't even make the Hall of Pretty Damn Good. The HoF needs to mean something. ""This was an important figure in the history of basketball."" Marbury was a much-hyped youngster who never came close to living up to the hype.",hot_take
"Yeah, if his contract isn't tradable I think he might benefit in some ways from being a 6th man rather than a starter, think he could work better as a spark of instant offense rather than as lead decision maker. As a Spurs fan I'd rather trade him but theres probably a good chance that isnt possible",analysis
"Refs completely rigged this game. Adam Silver made the call, needed this to go to game 7 for the TV ratings.",reaction
Did you know Dybantsa’s ISO% is like close to the highest in CBB history? And so are his unassisted FG attempts.he’s like the Carmelo Anthony of Carmelo Anthonys. Boozer is way safer and way more geared for TEAM success.,analysis
"Dude's shooting was rough this year, I feel like he would get played off the floor in the playoffs if a team's gameplan was to help off of him. OG Anunoby is about as versatile defensively and his eFG was 58.1% to Herb's 46.7%.",analysis
"Dipo had a 20+PPG, All-NBA season the year after. Domantas Sabonis was forced by OKC to play as a damn tweener out on the wing shooting threes next to Russ. Enes Kanter, famously all offense no defense, had a big role off the bench.",analysis
Nah this is actually nasty work.,reaction
"Precisely, OP is talking about teams respecting his shooting like it happens, and that the fact it doesn’t, doesn’t completely ruin the rest of his of offensive game.",analysis
OG. Every point you make for Herb is true for OG but he’s even better on pretty much every point.,hot_take
I think there’s a really good chance people do their redraft in 3 years and everyone wonders why Acuff wasn’t a clear top 3 or 4 pick.,hot_take
"I think Marbury is one of those player who on paper looks like a borderline hall of famer, but every NBA team he was on got better after he left (except Boston and the Knicks) Minnesota went from a .500 team to a 50 win team regularly once he left.Nets went from early lottery to the NBA finals two years in a row.Suns went from being well out of any sort of contention to being a 60 win team and became one of the most consistently good teams to not win a championship.He was like the anti-Robert Horry.",analysis
"Giving the MVP to the 6th seed due to narratives was a huge blunder. It should have gone to Kawhi that year (60+ wins, efficient scoring, top 3 DPOY).",analysis
Why did he shoot that?? I'm sick to my stomach.,reaction
I will be there no matter what.,reaction
"Over the last month of basketball, OKC's Jalen Williams has averaged 21.5/5.1/4.1 on 56% FG, and 63.1% TS. The Thunder are 33-1 without him over two seasons, his efficiency is completely absurd.",analysis
"Only if they change the name to ""Hall of Dribbling for 22 Seconds and Chucking Up An Ugly Shot."" Stats are great, a list of achievements is great. But can you name another Hall of Famer that was traded three times in his prime, and his former team improved every time? It was true in Minnesota, and New Jersey, and Phoenix. He was a very talented player whose style never translated into very good basketball.",analysis
"OKC wasn't an offensive juggernaut. They clearly prefer to score in transition. I think that is the bigger story and take away, they failed there and Spurs even outshining them in transition out of their zone.",analysis
What is your take on the Brunson Acuff comparison and reason for Acuff being thought of as high as top 5? I’m curious if Brunson and his success is the reason that propels Acuff forward or even the reason he’s talked about as top 5 potentially when Brunson fell all the way to the 2nd round.,analysis
"The biggest culprit is the ""OMG Triple Double"" MVP of Westbrook, who had a year in which he broke the single-season turnovers record while also missing 1117 field goals. That number is *hard* to match. Maxey led the league in missed shots this year with 807. Westbrook's MVP year was one of the most wasteful-with-the-ball seasons in league history. Yeah, he hit some highlight shots close and late. Those games were also only close because he was so wasteful.",analysis
"LeBron himself is left handed and was all defensive 1st team several years in a row while being a DPOY runner up. It has much more to do with athletic traits and effort, especially because, like someone else pointed out, he'll have tons of reps playing against right handed players by virtue of 90% of people being right handed so the reads shouldn't be much of an issue.",analysis
"LeBron is left-handed so there may be some bias. But I'm left-handed as well and speaking from personal experience, it's just easier. No one ever expects where our shot is going to come from. You have to consider 90% of the people you play against are going in the opposite direction.",analysis
Spurs strength is slashing to the rim. Harder to take advantages of mismatches as there’s help. They have guys that can score on 3 levels but nowhere near the level of Brunson or KAT.,analysis
"With all due respect hell naw man. Even if he thought that was a free layup, which would be a ridiculous thought no matter what he thought of his current athleticism, it is still clearly advantageous to dribble outside and waste as much clock as you can. Anyone defending that move is bewildering to me. You're just trying to be contrary at a certain point.",reaction
Trey Murphy I guess is almost a star but he’s what every team is drooling over. Herbs a little in danger of becoming like Thybulle.,hot_take
"Fox is also 7 years older than Castle. I love him as a profile but I'm not convinced he's the same explosive guard he was in Sacramento and I'm not sure where San Antonio goes with both him and Castle/Harper. I don't blame him for the loss eitherway, he's not supposed to be the vet in any team when he's spent all his career being tortured in Sacramento.",analysis
I am literally shaking and crying right now.,reaction
Herb is one of those players fans fully appreciate but casuals probably overlook because the box score isn’t flashy.,hot_take
ive been scratching my head about that too.brunson hunted harden but i dont see too many hunting brunson these playoffs.,reaction
"As a lifelong fan since yesterday, this hurts.",reaction
Just fell to my knees in a Walmart parking lot.,reaction
"Even if a guy like Herb shoots league average or a little better from three, it's because he's taking only wide open shots. You have to punish defenses by hitting 40%+ on wide open shots before they see you as a threat requiring attention (and thus creating spacing).",analysis
"The team has success not due to Fox, but in spite of him. Dude shoots badly throughout the entire year, can’t drive and the worst of all is that he displays low basketball IQ yet tries to act smart thinking he is a vet on the team.",hot_take
Brunson played against right handed players his whole life since more people on average are right handed. As a former basketball player I doubt him being left handed has anything to do with his defense,hot_take
"Manu was a good defender though. De'Aaron Fox is left-handed, and he seemed like a pretty good defender blocking KAT last night.",hot_take
